pair_id,source,destination,euclid_m,algorithm,heuristic,gender,social,age,vehicle,time_bucket,weather,success,nodes_expanded,nodes_generated,revisits,max_frontier_size,path_length_edges,path_length_meters,path_cost,depth,effective_branching_factor,predicted_cost_at_start,predicted_vs_actual_gap,runtime_seconds
3,10162558713,1200021827,4907.267808943676,weighted_astar,context_aware,male,alone,adult,car,midday,clear,True,2442,2855,258,162,65,6313.276656036682,63627.227796678184,65,1.0841034957467544,5207.374628810944,58419.85316786724,0.023857511005189735
3,10162558713,1200021827,4907.267808943676,weighted_astar,learned_history,male,alone,adult,car,midday,clear,True,2206,2586,239,142,65,6313.276656036682,63627.227796678184,65,1.082038369715166,7232.464762237421,56394.763034440766,0.022507906003738753
3,10162558713,1200021827,4907.267808943676,bfs,n/a,male,alone,adult,motorbike,morning_rush,clear,True,4891,5166,6724,291,59,6530.506923309196,81023.35585007629,59,1.1106255177379412,0.0,0.0,0.0061350739997578785
3,10162558713,1200021827,4907.267808943676,dfs,n/a,male,alone,adult,motorbike,morning_rush,clear,True,21379,21488,30074,1040,171,20144.824273418973,210375.24342880733,171,1.040046262469941,0.0,0.0,0.029793005996907596
3,10162558713,1200021827,4907.267808943676,ucs,n/a,male,alone,adult,motorbike,morning_rush,clear,True,2921,3344,287,144,69,6679.046665856928,79579.13935056422,69,1.0813532029340387,0.0,0.0,0.017905414002598263
3,10162558713,1200021827,4907.267808943676,greedy,zero,male,alone,adult,motorbike,morning_rush,clear,True,4891,5166,6724,291,59,6530.506923309196,81023.35585007629,59,1.1106255177379412,0.0,81023.35585007629,0.008477424002194311
3,10162558713,1200021827,4907.267808943676,greedy,haversine_admissible,male,alone,adult,motorbike,morning_rush,clear,True,77,146,88,70,68,7119.126637991547,88411.46694105487,68,1.0031730556911522,5078.939731324431,83332.52720973044,0.0005401360031100921
3,10162558713,1200021827,4907.267808943676,greedy,network_relaxed,male,alone,adult,motorbike,morning_rush,clear,True,64,140,67,77,63,6434.927029159937,81645.75183914615,63,1.0000002064428843,6534.135264586245,75111.6165745599,0.00030359600350493565
3,10162558713,1200021827,4907.267808943676,greedy,haversine_time,male,alone,adult,motorbike,morning_rush,clear,True,77,146,88,70,68,7119.126637991547,88411.46694105487,68,1.0031730556911522,1177.7442741464822,87233.72266690839,0.00044186900049680844
3,10162558713,1200021827,4907.267808943676,greedy,context_aware,male,alone,adult,motorbike,morning_rush,clear,True,77,146,88,70,68,7119.126637991547,88411.46694105487,68,1.0031730556911522,7313.67321310718,81097.79372794769,0.000423163000959903
